	Range Number		Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Peak 20000 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	30.471948	-29.414014	0.528967	42.345770	380.461645	1.000000	0.528967	-29.414014	30.471948	
2	31.571721	-30.406253	0.582734	43.825046	393.752416	1.000000	0.582734	-30.406253	31.571721	
3	31.419206	-28.481180	1.469013	42.355969	380.553279	1.000000	1.469013	-28.481180	31.419206	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 20.0 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-19.122463	-60.732769	-39.927616	29.422930	264.354539	1.000000	-39.927616	-60.732769	-19.122463	
2	-19.160630	-62.486161	-40.823395	30.635777	275.251537	2.000000	-40.823395	-62.486161	-19.160630	
3	-18.655685	-56.247716	-37.451700	26.581580	238.826020	1.000000	-37.451700	-56.247716	-18.655685	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 25.0 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-22.312948	-60.658693	-41.485820	27.114537	243.614447	1.000000	-41.485820	-60.658693	-22.312948	
2	-19.596429	-60.799565	-40.197997	29.135017	261.767739	1.000000	-40.197997	-60.799565	-19.596429	
3	-21.038971	-62.149410	-41.594190	29.069470	261.178828	1.000000	-41.594190	-62.149410	-21.038971	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 31.5 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-16.066834	-59.215554	-37.641194	30.510752	274.128232	2.000000	-37.641194	-59.215554	-16.066834	
2	-16.939370	-59.027232	-37.983301	29.760613	267.388499	1.000000	-37.983301	-59.027232	-16.939370	
3	-14.630460	-58.240123	-36.435292	30.836689	277.056655	1.000000	-36.435292	-58.240123	-14.630460	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 40.0 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-18.697173	-60.449021	-39.573097	29.523015	265.253769	1.000000	-39.573097	-60.449021	-18.697173	
2	-17.078779	-59.826461	-38.452620	30.227176	271.580398	1.000000	-38.452620	-59.826461	-17.078779	
3	-17.025600	-59.353347	-38.189474	29.930237	268.912511	1.000000	-38.189474	-59.353347	-17.025600	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 50.0 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-15.485307	-58.758451	-37.121879	30.598734	274.918714	1.000000	-37.121879	-58.758451	-15.485307	
2	-15.138186	-58.410522	-36.774354	30.598162	274.913577	1.000000	-36.774354	-58.410522	-15.138186	
3	-12.387946	-57.054859	-34.721402	31.584277	283.773473	1.000000	-34.721402	-57.054859	-12.387946	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 63.0 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-18.320817	-60.487099	-39.403958	29.816063	267.886700	1.000000	-39.403958	-60.487099	-18.320817	
2	-18.169398	-61.568895	-39.869146	30.688079	275.721451	2.000000	-39.869146	-61.568895	-18.169398	
3	-15.821959	-58.320546	-37.071253	30.051039	269.997875	2.000000	-37.071253	-58.320546	-15.821959	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 79.5 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-12.892144	-57.659786	-35.275965	31.655503	284.413411	1.000000	-35.275965	-57.659786	-12.892144	
2	-11.306422	-57.526062	-34.416242	32.682221	293.638108	2.000000	-34.416242	-57.526062	-11.306422	
3	-9.458331	-55.357323	-32.407827	32.455488	291.600995	1.000000	-32.407827	-55.357323	-9.458331	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 100 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-14.429173	-58.269972	-36.349572	31.000126	278.525083	1.000000	-36.349572	-58.269972	-14.429173	
2	-12.831540	-57.548292	-35.189916	31.619518	284.090101	1.000000	-35.189916	-57.548292	-12.831540	
3	-12.465654	-55.856503	-34.161078	30.681963	275.666502	1.000000	-34.161078	-55.856503	-12.465654	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 125 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-7.097069	-58.399431	-32.748250	36.276248	325.929155	1.000000	-32.748250	-58.399431	-7.097069	
2	-6.797587	-57.965374	-32.381480	36.181089	325.074184	1.000000	-32.381480	-57.965374	-6.797587	
3	-5.359344	-56.476413	-30.917879	36.145227	324.751976	2.000000	-30.917879	-56.476413	-5.359344	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 160 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-5.850661	-62.029893	-33.940277	39.724716	356.912416	2.000000	-33.940277	-62.029893	-5.850661	
2	-3.935063	-61.980848	-32.957956	41.044569	368.770818	2.000000	-32.957956	-61.980848	-3.935063	
3	-2.509202	-59.518502	-31.013852	40.311662	362.185916	1.000000	-31.013852	-59.518502	-2.509202	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 200 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-1.811796	-58.270639	-30.041218	39.922431	358.688808	1.000000	-30.041218	-58.270639	-1.811796	
2	-0.986271	-58.742417	-29.864344	40.839762	366.930708	2.000000	-29.864344	-58.742417	-0.986271	
3	0.920084	-56.350978	-27.715447	40.496756	363.848918	1.000000	-27.715447	-56.350978	0.920084	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 250 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	4.580066	-55.437227	-25.428581	42.438635	381.296006	1.000000	-25.428581	-55.437227	4.580066	
2	4.697879	-55.450290	-25.376206	42.531178	382.127471	1.000000	-25.376206	-55.450290	4.697879	
3	5.824936	-54.006382	-24.090723	42.307130	380.114485	1.000000	-24.090723	-54.006382	5.824936	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 315 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	5.610685	-53.729740	-24.059527	41.960017	376.995798	1.000000	-24.059527	-53.729740	5.610685	
2	5.826037	-53.499839	-23.836901	41.949729	376.903363	1.000000	-23.836901	-53.499839	5.826037	
3	7.373497	-52.719518	-22.673010	42.492179	381.777078	1.000000	-22.673010	-52.719518	7.373497	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 400 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	5.837794	-53.054592	-23.608399	41.643205	374.149356	2.000000	-23.608399	-53.054592	5.837794	
2	6.374835	-52.819285	-23.222225	41.856564	376.066304	1.000000	-23.222225	-52.819285	6.374835	
3	8.287391	-50.758703	-21.235656	41.751894	375.125882	1.000000	-21.235656	-50.758703	8.287391	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 500 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	9.870443	-53.435618	-21.782587	44.764145	402.189885	1.000000	-21.782587	-53.435618	9.870443	
2	10.795851	-53.637140	-21.420644	45.561005	409.349389	1.000000	-21.420644	-53.637140	10.795851	
3	12.093015	-51.803458	-19.855221	45.181630	405.940835	1.000000	-19.855221	-51.803458	12.093015	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 630 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	10.610913	-52.577850	-20.983468	44.681203	401.444680	2.000000	-20.983468	-52.577850	10.610913	
2	11.659551	-51.764698	-20.052573	44.847717	402.940749	1.000000	-20.052573	-51.764698	11.659551	
3	12.737585	-50.504370	-18.883392	44.718815	401.782615	1.000000	-18.883392	-50.504370	12.737585	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 795 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	7.813192	-51.715334	-21.951071	42.093024	378.190816	1.000000	-21.951071	-51.715334	7.813192	
2	9.037428	-51.055742	-21.009157	42.492288	381.778056	1.000000	-21.009157	-51.055742	9.037428	
3	11.599089	-49.816845	-19.108878	43.427624	390.181721	1.000000	-19.108878	-49.816845	11.599089	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 1000 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	8.845159	-51.691649	-21.423245	42.805987	384.596537	1.000000	-21.423245	-51.691649	8.845159	
2	9.283738	-51.450636	-21.083449	42.945687	385.851693	1.000000	-21.083449	-51.450636	9.283738	
3	8.977898	-51.331245	-21.176674	42.645004	383.150156	1.000000	-21.176674	-51.331245	8.977898	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 1250 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	7.784647	-54.889714	-23.552533	44.317466	398.176633	2.000000	-23.552533	-54.889714	7.784647	
2	7.562961	-54.388592	-23.412815	43.806364	393.584563	1.000000	-23.412815	-54.388592	7.562961	
3	8.866445	-53.469603	-22.301579	44.078242	396.027293	1.000000	-22.301579	-53.469603	8.866445	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 1600 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	6.330215	-55.553952	-24.611868	43.758714	393.156447	1.000000	-24.611868	-55.553952	6.330215	
2	8.310054	-55.492617	-23.591281	45.115302	405.344903	1.000000	-23.591281	-55.492617	8.310054	
3	9.073098	-54.886336	-22.906619	45.226150	406.340833	1.000000	-22.906619	-54.886336	9.073098	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 2000 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	6.110885	-55.772953	-24.831034	43.758481	393.154355	1.000000	-24.831034	-55.772953	6.110885	
2	7.331397	-56.224778	-24.446690	44.941002	403.778886	1.000000	-24.446690	-56.224778	7.331397	
3	8.053230	-55.033001	-23.489885	44.608702	400.793285	1.000000	-23.489885	-55.033001	8.053230	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 2500 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	3.143075	-55.217810	-26.037367	41.267377	370.772675	1.000000	-26.037367	-55.217810	3.143075	
2	4.550748	-55.941570	-25.695411	42.774528	384.313888	1.000000	-25.695411	-55.941570	4.550748	
3	6.011374	-54.687047	-24.337836	42.920265	385.623281	2.000000	-24.337836	-54.687047	6.011374	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 3150 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	3.347385	-54.557347	-25.604981	40.944828	367.874685	1.000000	-25.604981	-54.557347	3.347385	
2	5.043209	-55.164969	-25.060880	42.573611	382.508717	1.000000	-25.060880	-55.164969	5.043209	
3	5.512531	-54.165250	-24.326359	42.198564	379.139055	1.000000	-24.326359	-54.165250	5.512531	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 4000 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	3.805798	-53.695003	-24.944603	40.659206	365.308474	2.000000	-24.944603	-53.695003	3.805798	
2	3.972160	-54.289428	-25.158634	41.197164	370.141833	1.000000	-25.158634	-54.289428	3.972160	
3	5.938981	-53.437274	-23.749146	41.985353	377.223427	1.000000	-23.749146	-53.437274	5.938981	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 5000 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	3.280321	-52.653888	-24.686783	39.551458	355.355753	2.000000	-24.686783	-52.653888	3.280321	
2	4.745031	-53.213969	-24.234469	40.983202	368.219462	1.000000	-24.234469	-53.213969	4.745031	
3	4.315999	-52.340044	-24.012023	40.061872	359.941640	1.000000	-24.012023	-52.340044	4.315999	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 6300 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	1.109783	-51.652937	-25.271577	37.308877	335.206963	1.000000	-25.271577	-51.652937	1.109783	
2	2.060471	-52.301454	-25.120491	38.439686	345.366874	1.000000	-25.120491	-52.301454	2.060471	
3	3.856232	-51.376901	-23.760334	39.055723	350.901745	1.000000	-23.760334	-51.376901	3.856232	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 7950 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	0.137688	-50.502064	-25.182188	35.807712	321.719531	1.000000	-25.182188	-50.502064	0.137688	
2	0.788167	-51.022216	-25.117024	36.635473	329.156666	1.000000	-25.117024	-51.022216	0.788167	
3	1.915638	-50.353276	-24.218819	36.959704	332.069762	2.000000	-24.218819	-50.353276	1.915638	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 10000 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-1.102083	-49.347804	-25.224943	34.114877	306.510004	1.000000	-25.224943	-49.347804	-1.102083	
2	-0.192717	-50.029342	-25.111029	35.239815	316.617175	1.000000	-25.111029	-50.029342	-0.192717	
3	1.091497	-49.183105	-24.045804	35.549512	319.399697	2.000000	-24.045804	-49.183105	1.091497	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 12500 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-1.078744	-48.264179	-24.671462	33.365141	299.773898	1.000000	-24.671462	-48.264179	-1.078744	
2	0.084639	-48.830206	-24.372784	34.588018	310.761016	1.000000	-24.372784	-48.830206	0.084639	
3	0.316989	-47.932561	-23.807786	34.117583	306.534326	1.000000	-23.807786	-47.932561	0.316989	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 16000 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-2.725952	-46.829596	-24.777774	31.185986	280.194963	1.000000	-24.777774	-46.829596	-2.725952	
2	-1.947330	-47.498097	-24.722714	32.209257	289.388688	2.000000	-24.722714	-47.498097	-1.947330	
3	-0.824167	-46.467490	-23.645828	32.274703	289.976706	1.000000	-23.645828	-46.467490	-0.824167	

			Mean	STD	95%CI	MDIX	Median	Min	Max	Outliers
Level 20000 Hz (dB)	1	2	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	(dB)	Indices
Channel Number 1 	-3.524949	-45.601876	-24.563412	29.752881	267.319026	1.000000	-24.563412	-45.601876	-3.524949	
2	-3.075293	-46.095330	-24.585311	30.419760	273.310701	1.000000	-24.585311	-46.095330	-3.075293	
3	-1.620758	-45.255425	-23.438091	30.854369	277.215510	2.000000	-23.438091	-45.255425	-1.620758	

